,,,,,,
Name,Age,Gender,Married,Job,Annual Income,Did he accept the credit card
Shaneka,36,Female,Yes,tailor,35851,Yes
Rufus,37,Male,No,Teacher,35031,Yes
Roxann,18,Male,No,Captain,53471,No
Lynnette,29,Female,Yes,Pilot,50648,No
Latricia,55,Male,Yes,Pilot,50418,No
Kaila,61,Female,No,Teacher,41860,Yes
Geraldine,42,Female,Yes,tailor,21156,No
Dontae,46,Male,Yes,tailor,56575,Yes
Chauncey,38,Male,Yes,Painter,53244,No
Ari,22,Male,No,Accountant,24795,Yes
Ulysses,26,Female,Yes,Engineer,25159,Yes
Stephon,45,Female,No,Accountant,31774,Yes
Shelia,58,Female,Yes,Accountant,63145,No
Sharde,52,Male,No,Pilot,66113,Yes
Shanon,50,Male,No,Teacher,28791,Yes
Nataly,36,Female,Yes,tailor,15793,No
Luisa,70,Female,Yes,tailor,25084,No
Leandra,60,Female,No,Doctor,22505,Yes
Danae,37,Male,No,Worker,50277,Yes
Channing,72,Male,Yes,Engineer,48219,No
Tamar,33,Female,No,Engineer,33629,Yes
Suzette,20,Female,No,Judge,39351,Yes
Lina,68,Male,No,Pilot,36288,Yes
Kenisha,59,Male,No,Painter,23139,Yes
Farrah,25,Male,Yes,Pilot,14061,Yes
Fabiola,28,Male,Yes,Teacher,25991,No
Bronson,62,Male,No,Captain,36510,Yes
Adria,41,Female,No,Engineer,47630,Yes
Racquel,34,Female,No,Teacher,52515,No
Phylicia,18,Female,No,Worker,62352,No
Lidia,57,Female,No,Painter,24083,No
Lazaro,49,Male,Yes,Pilot,56141,Yes
Lawanda,35,Male,No,Worker,59872,Yes
Kera,64,Male,No,Pilot,58255,Yes
Josefina,39,Female,No,Judge,40700,No
Harmony,51,Male,No,Painter,23929,No
Elicia,31,Female,No,Accountant,47658,No
Davin,71,Male,Yes,tailor,43233,Yes
Codi,17,Male,No,Doctor,21896,Yes
Bree,48,Male,Yes,Accountant,52194,Yes
Nichol,66,Female,Yes,Worker,38774,No
Marybeth,40,Male,Yes,Accountant,17440,No
Elvin,24,Female,Yes,Judge,30496,No
Broderick,63,Male,No,Captain,29277,No
Bart,27,Female,No,Pilot,62818,Yes
Ayesha,21,Male,No,Pilot,37810,No
Ahmed,43,Male,Yes,Engineer,11987,No
Vanesa,65,Female,Yes,Engineer,66104,Yes
Tyron,54,Female,No,Accountant,26143,No
Susannah,32,Male,Yes,Worker,20495,Yes
Shera,19,Female,Yes,Engineer,13629,Yes
Rickie,56,Female,Yes,Doctor,36961,No
Octavio,23,Male,Yes,Judge,26924,No
Nikia,44,Male,Yes,Teacher,48487,No
Malik,30,Male,Yes,Engineer,29118,Yes
Jamey,53,Female,No,tailor,34002,Yes
Cruz,35,Male,No,Captain,40976,No
Chandler,50,Female,No,Captain,28686,No
Cassi,41,Female,Yes,Teacher,26679,No
Aracely,30,Male,Yes,Teacher,38206,Yes
Tiesha,25,Male,Yes,Judge,17068,No
Rosie,58,Female,Yes,Teacher,12042,No
Louie,43,Female,No,Engineer,12596,No
Kristoffer,56,Female,Yes,Painter,42926,Yes
Kiersten,18,Female,Yes,Captain,38498,No
Keli,64,Male,No,Accountant,32310,No
Ivette,45,Female,No,tailor,53285,Yes
Hazel,47,Male,No,Teacher,45996,No
Hassan,71,Female,Yes,tailor,65831,Yes
German,28,Male,No,Teacher,53697,Yes
Ebonie,17,Male,No,Worker,67541,Yes
Camilla,65,Female,Yes,Painter,39920,No
Ariane,33,Female,Yes,Accountant,10275,No
Alishia,19,Female,No,Captain,18865,Yes
Tiera,53,Male,No,Judge,62090,No
Sherika,63,Male,Yes,Teacher,50125,No
Ronda,61,Female,Yes,Teacher,37585,Yes
Lynne,66,Male,No,Judge,64413,Yes
Lindsy,42,Female,No,Worker,44780,Yes
Juliann,67,Female,No,Worker,37224,No
Shelton,22,Female,No,Worker,18210,Yes
Randell,69,Male,No,Teacher,32508,Yes
Phoebe,39,Female,No,Painter,50902,No
Moshe,51,Female,No,tailor,69081,No
Martell,52,Male,No,Painter,57965,Yes
Kenyatta,18,Male,No,Pilot,69245,Yes
Isidro,29,Male,No,Worker,10436,No
Ezekiel,60,Female,Yes,Pilot,28253,No
Diandra,59,Male,No,Pilot,31076,No
Denny,32,Male,Yes,Engineer,14345,No
Danial,24,Male,Yes,Judge,36817,Yes
Dalia,26,Male,Yes,Pilot,42230,Yes
Christoper,57,Female,No,Engineer,29249,No
Britton,48,Male,No,Pilot,62253,No
August,70,Female,No,Captain,61708,No
Silas,36,Male,Yes,Pilot,52732,No
Reina,54,Female,Yes,Painter,58373,Yes
Mallorie,34,Female,Yes,Teacher,31128,Yes
Loni,40,Female,Yes,Doctor,49288,No
Lincoln,44,Male,Yes,tailor,53954,Yes
Judson,72,Male,No,Judge,56522,Yes
Edmond,23,Male,Yes,Worker,26906,No
Buddy,46,Female,No,Painter,45921,Yes
Starr,38,Female,Yes,Engineer,17574,No
Reva,62,Male,Yes,Judge,67125,No
Mohamed,23,Female,No,Engineer,25359,No
Kandis,22,Female,Yes,Worker,66530,No
Echo,40,Female,Yes,Judge,31238,No
Wilbert,58,Male,No,tailor,34808,No
Rosanne,33,Female,No,Accountant,29330,Yes
Rashawn,47,Female,Yes,Teacher,57606,Yes
Quiana,27,Male,No,Doctor,37818,Yes
Lakia,72,Female,No,Accountant,26049,No
Juliette,44,Female,No,Doctor,57519,No
Jeanie,48,Male,Yes,tailor,64446,No
Donny,31,Male,Yes,tailor,50423,No
Delbert,50,Female,Yes,tailor,49443,No
Coy,59,Male,No,Painter,38942,Yes
Cami,64,Female,No,Judge,60896,No
Anabel,60,Female,No,Worker,53578,Yes
Taisha,69,Male,No,Doctor,64877,No
Marguerite,32,Male,Yes,Captain,45521,No
Justen,55,Female,Yes,Accountant,47689,Yes
Jonelle,38,Male,Yes,Engineer,21520,Yes
Jaymes,18,Female,Yes,Accountant,49974,No
Gregorio,71,Male,Yes,Worker,63974,Yes
Gino,21,Female,No,Engineer,28498,No
Amit,41,Female,Yes,Worker,45466,Yes
Monte,53,Female,Yes,Engineer,38672,No
Mariam,57,Male,No,Painter,57217,No
Mack,56,Female,Yes,Painter,22958,No
Kelsi,40,Male,Yes,Engineer,11218,No
Kady,18,Male,No,Doctor,46596,No
Federico,68,Male,No,tailor,34719,No
Elvira,43,Male,No,Painter,18294,No
Dirk,32,Male,No,Worker,30805,No
Alexandrea,30,Female,No,Doctor,26908,Yes
Tashia,18,Male,No,Pilot,48206,Yes
Sharina,67,Female,Yes,tailor,10157,Yes
Sandi,70,Male,Yes,Doctor,32892,No
Rosario,25,Male,No,Painter,26794,No
Margot,50,Female,No,Judge,18253,Yes
Lorna,48,Female,No,Captain,41876,No
Ken,37,Female,No,Captain,52279,No
Junior,51,Female,No,Captain,87517,No
Jaimee,40,Male,No,Painter,77620,Yes
Emilia,42,Male,Yes,Captain,65256,No
Ashlei,45,Female,Yes,Painter,87109,No
Taneisha,22,Male,Yes,Pilot,70695,Yes
Savanah,33,Male,Yes,Engineer,77202,No
Paulette,47,Female,Yes,Painter,73064,Yes
Leif,32,Male,No,Worker,39467,Yes
Jeremey,43,Female,Yes,Painter,57117,Yes
Hubert,69,Female,Yes,Engineer,26530,No
Greta,22,Female,Yes,Engineer,31042,Yes
Garrick,52,Female,No,Doctor,60905,No
Garett,68,Male,No,Captain,30633,Yes
Esperanza,60,Male,Yes,Worker,45230,No
Errol,37,Female,No,tailor,13377,No
Daron,22,Female,Yes,Doctor,37288,Yes
Darcie,29,Female,Yes,Painter,22461,Yes
Chelsi,25,Female,Yes,Accountant,65809,No
Amalia,20,Female,Yes,tailor,15174,Yes
Alessandra,47,Male,Yes,Engineer,13050,No
Aida,65,Male,No,Captain,22317,Yes
Ahsley,18,Male,No,Captain,55389,No
Adina,70,Female,No,Engineer,54323,Yes
Susanne,28,Female,Yes,tailor,55817,Yes
Samson,26,Female,No,Accountant,33078,No
Roseann,38,Male,No,Pilot,42818,Yes
Moriah,46,Female,Yes,Judge,18188,Yes
Laron,53,Female,No,Captain,38151,No
Laken,63,Male,No,Engineer,62383,Yes
Keaton,45,Female,Yes,Painter,13858,No
Jewel,48,Female,No,tailor,36073,No
Faye,62,Male,Yes,Engineer,41289,No
Dakota,65,Male,Yes,Painter,13267,Yes
Corie,54,Male,Yes,Worker,21088,No
Chaim,32,Female,Yes,Doctor,62923,Yes
Bernardo,27,Female,No,Pilot,22514,Yes
Ulises,25,Male,No,Pilot,63181,No
Shawanda,67,Male,Yes,Worker,29308,Yes
Schuyler,58,Male,No,Pilot,17355,No
Scarlett,57,Female,Yes,Captain,68279,No
Reanna,20,Female,Yes,Judge,69260,No
Raina,52,Male,Yes,Captain,33157,Yes
Rae,26,Female,No,Painter,46199,No
Marquise,24,Female,No,Captain,10060,No
Jessenia,49,Female,Yes,tailor,42438,No
Cooper,61,Female,Yes,Captain,29226,No
Cliff,18,Female,No,Judge,67403,Yes
Catalina,41,Female,Yes,Doctor,47358,Yes
Rayna,68,Male,No,Captain,44521,Yes
Pierce,36,Female,Yes,Accountant,25675,No
Letitia,28,Male,No,Engineer,37107,No
Johathan,55,Male,No,Teacher,39407,No
Jerri,51,Female,No,Engineer,69118,No
Francesco,19,Female,Yes,Judge,22764,Yes
Derrell,22,Female,Yes,Teacher,29189,No
Charisse,69,Female,Yes,Accountant,10795,Yes
Alona,60,Female,No,Judge,26830,No
Shanice,66,Female,No,Worker,27437,No
Nellie,23,Female,No,Judge,44757,Yes
Mildred,35,Male,Yes,Worker,38041,No
Lorie,42,Male,No,Pilot,55304,Yes
Katelynn,39,Male,Yes,Painter,53686,Yes
Darwin,44,Female,No,Judge,38906,Yes
Coral,40,Male,No,Teacher,57227,No
Carlee,31,Male,Yes,Accountant,67209,No
Brandyn,30,Female,Yes,Teacher,12577,Yes
Willard,46,Male,Yes,tailor,24334,Yes
Tylor,43,Female,Yes,Worker,52048,No
Trinity,37,Male,No,Judge,48218,No
Tiffiny,29,Female,Yes,Painter,60305,Yes
Shantelle,59,Female,Yes,Judge,19960,Yes
Shandi,38,Female,Yes,Accountant,46773,No
Marlin,45,Male,Yes,Teacher,68332,No
Kraig,18,Male,No,Judge,25258,Yes
Keena,56,Male,No,Pilot,29144,Yes
Genna,64,Female,No,tailor,24149,Yes
Eden,53,Female,Yes,Pilot,33934,Yes
Cristen,33,Female,Yes,Accountant,61100,Yes
Consuelo,72,Male,No,Pilot,53073,No
Anika,47,Female,Yes,Judge,65478,No
Shani,71,Female,No,Teacher,43784,No
Serina,21,Male,No,Painter,53831,Yes
Renata,68,Female,Yes,Painter,45508,Yes
Regan,48,Female,No,Teacher,21025,Yes
Jacquelynn,28,Female,No,Teacher,22995,No
Holley,42,Male,No,Engineer,17886,No
Delores,37,Male,No,Worker,41763,Yes
Breana,41,Male,Yes,Engineer,67069,No
Brannon,19,Female,No,Pilot,27463,No
Vanity,35,Male,Yes,Engineer,23822,Yes
Tawanna,59,Female,Yes,Judge,34611,No
Tammi,43,Male,Yes,Captain,38395,Yes
Shaunna,67,Female,No,Captain,14190,Yes
Sharlene,36,Female,Yes,Worker,24023,No
Ryann,52,Male,Yes,Engineer,31317,No
Niesha,40,Male,No,tailor,65808,Yes
Michel,34,Male,Yes,tailor,64287,Yes
Laquisha,18,Female,Yes,Painter,30734,No
Jerrad,45,Female,No,Doctor,48051,No
Jermey,44,Male,No,Doctor,24862,No
Gwen,21,Male,Yes,tailor,68090,Yes
Ginny,32,Male,Yes,Captain,63836,Yes
Eryn,51,Female,Yes,Painter,19706,Yes
Drake,53,Female,No,Teacher,47355,Yes
Donta,57,Female,Yes,Captain,44605,Yes
Dixie,31,Female,No,Captain,41776,No
Danna,46,Female,No,Teacher,15188,No
Dani,23,Male,No,tailor,22022,Yes
Cade,60,Female,Yes,Worker,34345,No
Shaquana,30,Male,No,tailor,38620,Yes
Scot,58,Female,No,Doctor,18645,Yes
Nicholaus,24,Female,No,Accountant,64074,No
Lowell,26,Male,Yes,Pilot,40000,Yes
Kindra,56,Female,Yes,Doctor,42718,Yes
Jenniffer,66,Female,Yes,Engineer,58633,No
Efren,27,Female,No,tailor,48229,No
Daniele,38,Female,Yes,Painter,28937,Yes
Candyce,71,Female,Yes,Teacher,35373,No
Angelita,55,Female,No,Pilot,32035,Yes
Aleshia,54,Female,Yes,tailor,26904,No
Thelma,50,Male,No,Pilot,15817,Yes
Shaunte,18,Female,No,Doctor,24206,Yes
Ronny,22,Male,Yes,Pilot,41793,No
Margie,47,Female,Yes,Teacher,68521,Yes
Greggory,29,Female,Yes,Judge,12017,Yes
Tim,39,Female,No,Pilot,48148,No
Sharday,70,Male,No,Painter,18656,Yes
Samara,33,Female,No,Captain,13362,Yes
Louisa,61,Male,Yes,Accountant,63891,No
Leighann,65,Female,No,Captain,20625,Yes
Joi,64,Male,No,Doctor,60825,No
Hana,25,Male,No,Engineer,67603,Yes
Davina,63,Male,No,Doctor,45211,No
Cullen,20,Female,Yes,tailor,60333,No
Cinthia,49,Female,No,Teacher,14501,Yes
Brigid,72,Female,No,Engineer,62503,No
Braxton,62,Male,No,Teacher,11874,No
Baby,17,Male,Yes,tailor,55324,No
Antony,69,Female,Yes,Teacher,58899,Yes
Valentina,23,Female,Yes,Judge,28276,No
Skye,71,Female,No,Judge,46522,No
Shenika,58,Female,Yes,Pilot,15034,Yes
Myesha,27,Male,Yes,Captain,66321,Yes
Kaycee,43,Female,No,Worker,80834,No
Kai,37,Female,No,Teacher,61635,No
Jenae,28,Male,Yes,tailor,43828,No
Horace,48,Male,No,Judge,71104,Yes
Falon,22,Female,No,Teacher,88995,No
Deonte,42,Female,No,Judge,76118,No
Darrius,47,Female,No,Captain,72640,Yes
Alesia,37,Female,Yes,tailor,75632,Yes
Xiomara,34,Female,No,Accountant,74229,No
Tremaine,32,Male,No,Accountant,77070,No
Tawana,28,Male,Yes,Painter,53549,No
Samir,50,Female,No,Pilot,66663,Yes
Rachell,49,Female,Yes,tailor,67230,Yes
Rachele,42,Male,Yes,Painter,89910,No
Muhammad,43,Male,No,Pilot,47925,Yes
Maren,29,Male,No,Judge,44833,Yes
Lilia,27,Male,Yes,tailor,74715,No
Kiara,31,Male,Yes,Engineer,60554,Yes
Donavan,38,Female,Yes,Doctor,60065,Yes
Denis,22,Female,Yes,Doctor,53874,Yes
Danyell,40,Male,No,Pilot,72573,Yes
Brandin,36,Female,No,Accountant,71961,Yes
Asha,48,Female,No,Doctor,54887,No
Shakia,23,Male,No,Engineer,59714,Yes
Rosalind,20,Male,Yes,Captain,63484,Yes
Rodger,45,Female,No,Teacher,62585,Yes
Latoyia,26,Male,No,Engineer,44292,No
Kristle,47,Male,Yes,Pilot,82197,No
Kris,41,Female,Yes,Doctor,70383,Yes
Kenna,35,Male,Yes,Teacher,77860,Yes
Kellyn,33,Male,No,Engineer,83980,Yes
Karri,46,Female,Yes,Worker,68108,No
Kalyn,21,Male,Yes,Accountant,60575,Yes
Ilana,30,Male,No,Worker,66879,No
Elton,44,Male,Yes,Worker,68002,Yes
Edwardo,25,Female,Yes,Teacher,89573,No
Daniell,24,Female,Yes,Pilot,61777,Yes
Blaire,39,Female,Yes,tailor,74905,Yes
Anderson,49,Female,No,Pilot,61281,No
Vince,37,Male,No,Teacher,56485,No
Ramsey,50,Female,No,Painter,71881,No
Percy,27,Female,Yes,Doctor,86808,No
Melodie,29,Female,Yes,Accountant,51876,No
Lashawnda,40,Female,No,tailor,79236,Yes
Keven,43,Male,No,Accountant,86406,No
Kallie,26,Male,Yes,Captain,82781,No
Jedediah,33,Female,Yes,Pilot,69405,No
Gayle,41,Female,Yes,Painter,83321,Yes
Ernie,32,Female,No,Worker,89328,Yes
Charla,23,Female,Yes,Teacher,60879,Yes
Aldo,47,Male,No,Engineer,88629,Yes
Uriel,22,Male,Yes,Pilot,70529,No
Talisha,39,Male,Yes,Pilot,54044,Yes
Mindi,38,Female,No,Accountant,73580,No
Mariela,20,Female,No,Painter,84590,No
Madeleine,36,Male,No,Doctor,63058,Yes
Jonna,24,Female,No,Judge,46492,No
Isaias,34,Female,Yes,Captain,82131,Yes
Giovanna,42,Male,Yes,tailor,85343,Yes
Erwin,48,Female,No,Worker,79796,No
Elysia,30,Female,No,Doctor,77069,Yes
Deron,46,Female,No,Worker,44254,Yes
Westley,31,Male,Yes,Engineer,86555,No
Theron,35,Female,Yes,Worker,89864,Yes
Terell,21,Male,Yes,Painter,82195,No
Pricilla,28,Female,Yes,Captain,70959,No
Michell,44,Female,Yes,tailor,82907,Yes
Mattie,25,Male,No,Doctor,88580,No
Lucille,45,Male,Yes,Teacher,71002,No
Lela,35,Female,Yes,Engineer,87018,Yes
Houston,49,Female,No,Doctor,80015,No
Gracie,21,Female,No,Doctor,54554,Yes
Eliot,50,Male,Yes,Painter,78422,No
Carole,27,Female,Yes,Pilot,46452,No
Carmela,29,Female,Yes,Captain,71949,No
Asher,28,Male,Yes,Captain,55094,No
Yuliana,33,Female,No,Accountant,55923,No
Shoshana,30,Male,No,Teacher,89320,Yes
Shawnta,45,Male,No,Painter,69901,No
Lizbeth,48,Male,Yes,tailor,64531,No
Kenyetta,31,Male,Yes,Engineer,46438,Yes
Kendal,37,Male,Yes,Judge,54922,Yes
Karie,36,Male,Yes,Accountant,84045,No
Jenilee,47,Female,No,Teacher,50209,Yes
Iliana,38,Female,Yes,Accountant,43413,No
Dario,30,Female,Yes,Teacher,12577,Yes
Chassidy,46,Male,Yes,tailor,24334,Yes
Chadd,43,Female,Yes,Worker,52048,No
Brandt,37,Male,No,Judge,48218,No
Bettina,29,Female,Yes,Painter,60305,Yes
Benita,59,Female,Yes,Judge,19960,Yes
Andreas,38,Female,Yes,Accountant,46773,No
Tiffaney,45,Male,Yes,Teacher,68332,No
Shay,18,Male,No,Judge,25258,Yes
Roseanna,56,Male,No,Pilot,29144,Yes
Meagen,64,Female,No,tailor,24149,Yes
Libby,53,Female,Yes,Pilot,33934,Yes
Kasi,33,Female,Yes,Accountant,61100,Yes
Kale,72,Male,No,Pilot,53073,No
Irvin,47,Female,Yes,Judge,65478,No
Eliseo,71,Female,No,Teacher,43784,No
Dionna,21,Male,No,Painter,53831,Yes
Denver,68,Female,Yes,Painter,45508,Yes
Cleveland,48,Female,No,Teacher,21025,Yes
Vito,28,Female,No,Teacher,22995,No
Trace,42,Male,No,Engineer,17886,No
Tawnya,37,Male,No,Worker,41763,Yes
Tamesha,41,Male,Yes,Engineer,67069,No
Marianna,19,Female,No,Pilot,27463,No
Kaylin,35,Male,Yes,Engineer,23822,Yes
Jeramie,59,Female,Yes,Judge,34611,No
Fletcher,43,Male,Yes,Captain,38395,Yes
Eloy,67,Female,No,Captain,14190,Yes
Dandre,36,Female,Yes,Worker,24023,No
Brigette,52,Male,Yes,Engineer,31317,No
Anya,40,Male,No,tailor,65808,Yes
Al,34,Male,Yes,tailor,64287,Yes
Aleisha,18,Female,Yes,Painter,30734,No
Taren,45,Female,No,Doctor,48051,No
Kolby,44,Male,No,Doctor,24862,No
Keosha,21,Male,Yes,tailor,68090,Yes
Kennith,32,Male,Yes,Captain,63836,Yes
Jamee,51,Female,Yes,Painter,19706,Yes
Desire,53,Female,No,Teacher,47355,Yes
Coby,57,Female,Yes,Captain,44605,Yes
Brittnie,31,Female,No,Captain,41776,No
Sharla,46,Female,No,Teacher,15188,No
Romeo,23,Male,No,tailor,22022,Yes
Raheem,60,Female,Yes,Worker,34345,No
Petra,30,Male,No,tailor,38620,Yes
Nisha,58,Female,No,Doctor,18645,Yes
Michal,24,Female,No,Accountant,64074,No
Kierra,26,Male,Yes,Pilot,40000,Yes
Kellee,56,Female,Yes,Doctor,42718,Yes
Keira,66,Female,Yes,Engineer,58633,No
Juston,27,Female,No,tailor,48229,No
Jaymie,38,Female,Yes,Painter,28937,Yes
Gianna,71,Female,Yes,Teacher,35373,No
Flor,55,Female,No,Pilot,32035,Yes
Fiona,54,Female,Yes,tailor,26904,No
Edgardo,50,Male,No,Pilot,15817,Yes
Reese,18,Female,No,Doctor,24206,Yes
Nickie,22,Male,Yes,Pilot,41793,No
Melonie,47,Female,Yes,Teacher,68521,Yes
Lillie,29,Female,Yes,Judge,12017,Yes
Joshuah,39,Female,No,Pilot,48148,No
Jessy,70,Male,No,Painter,18656,Yes
Deven,33,Female,No,Captain,13362,Yes
Demarco,61,Male,Yes,Accountant,63891,No
Darell,65,Female,No,Captain,20625,Yes
Cyndi,64,Male,No,Doctor,60825,No
Cayla,25,Male,No,Engineer,67603,Yes
Aubrie,63,Male,No,Doctor,45211,No
Alayna,20,Female,Yes,tailor,60333,No
Walker,49,Female,No,Teacher,14501,Yes
Trever,72,Female,No,Engineer,62503,No
Rayshawn,62,Male,No,Teacher,11874,No
Nicola,17,Male,Yes,tailor,55324,No
Natali,69,Female,Yes,Teacher,58899,Yes
Martez,23,Female,Yes,Judge,28276,No
Kristel,71,Female,No,Judge,46522,No
Jory,58,Female,Yes,Pilot,15034,Yes
Jesenia,27,Male,Yes,Captain,66321,Yes
Jeniffer,54,Male,No,Teacher,47176,Yes
Jarret,68,Male,No,Captain,30633,Yes
Hank,60,Male,Yes,Worker,45230,No
Emerson,37,Female,No,tailor,13377,No
Emerald,22,Female,Yes,Doctor,37288,Yes
Valentin,29,Female,Yes,Painter,22461,Yes
Steffanie,25,Female,Yes,Accountant,65809,No
Marley,20,Female,Yes,tailor,15174,Yes
Linnea,47,Male,Yes,Engineer,13050,No
Lenora,65,Male,No,Captain,22317,Yes
Leia,18,Male,No,Captain,55389,No
Lauryn,70,Female,No,Engineer,54323,Yes
Joslyn,28,Female,Yes,tailor,55817,Yes
Joleen,26,Female,No,Accountant,33078,No
Janeen,38,Male,No,Pilot,42818,Yes
Deann,46,Female,Yes,Judge,18188,Yes
Dangelo,53,Female,No,Captain,38151,No
Cherelle,63,Male,No,Engineer,62383,Yes
Armand,45,Female,Yes,Painter,13858,No
Alden,32,Male,No,Accountant,57207,Yes
Yessenia,64,Female,Yes,Teacher,28461,Yes
Takia,72,Male,No,Pilot,17512,Yes
Sunshine,19,Male,Yes,Judge,18560,No
Shemeka,56,Female,Yes,tailor,59848,Yes
Makeda,40,Female,No,Pilot,64526,Yes
Lashunda,61,Female,No,Teacher,12477,No
Kiesha,34,Male,No,Judge,36597,Yes
Katey,59,Male,No,Worker,29379,No
Jereme,49,Female,No,Doctor,21993,No
Jacquline,43,Female,No,Worker,14103,No
Jacquelin,41,Male,No,Pilot,27853,Yes
Eddy,21,Female,Yes,tailor,43608,Yes
Derrek,31,Male,Yes,Pilot,61945,No
Bryanna,24,Female,Yes,Doctor,60367,No
Aundrea,69,Female,Yes,Worker,68649,Yes
Arnulfo,36,Male,Yes,Accountant,65336,No
Arianne,30,Female,No,Pilot,37696,No
Whittney,18,Male,No,Judge,37110,Yes
Travon,48,Female,No,Pilot,44262,Yes
Tangela,39,Male,Yes,Captain,60397,Yes
Shandra,50,Male,Yes,Pilot,17670,No
Randa,17,Male,No,Painter,58310,Yes
Marlana,66,Male,Yes,Accountant,41219,No
Maia,67,Female,No,Judge,29230,No
Krystel,57,Female,Yes,tailor,32186,No
Emmett,52,Female,No,Accountant,69077,No
Deric,42,Male,No,Pilot,52741,Yes
Darby,51,Male,No,Worker,37297,No
Danika,62,Male,No,Accountant,52848,Yes
Blythe,33,Female,No,Captain,22534,No
Bessie,44,Male,No,Captain,21482,No
Ayanna,55,Male,No,Painter,25537,No
Toya,35,Male,Yes,Judge,57502,No
Terrie,27,Male,No,Worker,14329,No
Tahnee,33,Female,Yes,Painter,51321,No
Rasheed,53,Male,Yes,Teacher,38221,Yes
Nelly,49,Male,Yes,Painter,17269,No
Leigha,21,Male,No,Judge,60571,Yes
Kalen,31,Male,No,Pilot,35072,Yes
Kaleigh,30,Female,No,Painter,19195,Yes
Jordy,71,Female,Yes,tailor,48978,Yes
Johnson,67,Female,Yes,Painter,35379,Yes
Johnpaul,17,Male,Yes,Judge,34649,No
Jakob,38,Female,No,Captain,62662,Yes
Jabari,56,Female,No,Painter,41281,No
Deshaun,29,Female,Yes,Pilot,22567,Yes
Chanda,41,Female,Yes,Teacher,25867,Yes
Porsche,18,Female,Yes,Engineer,63676,Yes
Minerva,45,Female,Yes,Worker,32689,No
Lyndon,42,Male,Yes,Painter,22421,Yes
Kaleena,57,Male,No,Captain,54202,No
Kalee,58,Female,No,tailor,44848,Yes
Kailey,55,Male,Yes,tailor,55080,No
Jacinda,52,Female,Yes,Accountant,17741,Yes
Flora,43,Female,No,Teacher,30398,Yes
Donielle,34,Male,No,Captain,17488,No
Danyel,39,Male,No,Teacher,46208,Yes
Cristobal,23,Female,No,Painter,58788,No
Cristine,22,Male,No,Engineer,56792,Yes
Brittnee,54,Male,No,Engineer,64573,Yes
Antwain,61,Male,Yes,Pilot,59647,No
Alain,65,Female,Yes,Doctor,23562,No
Tomeka,70,Male,Yes,Accountant,59684,Yes
Thea,44,Male,Yes,Teacher,42868,Yes
Shelli,64,Female,No,Judge,57618,No
Shantae,68,Male,Yes,Doctor,13063,No
Saundra,32,Male,No,Painter,32920,No
Priya,72,Female,Yes,Judge,32411,No
Nathen,36,Female,Yes,Judge,68530,Yes
Mitch,20,Female,Yes,Doctor,63872,Yes
Maximilian,35,Male,Yes,Teacher,36540,Yes
Layla,51,Male,No,Worker,47967,No
Kymberly,18,Male,No,Painter,43096,No
Kaylan,47,Male,Yes,Painter,17844,No
Kassi,19,Female,No,Accountant,48396,Yes
Jerimiah,66,Male,No,Pilot,47230,Yes
Jennafer,59,Male,Yes,Teacher,61392,No
Jeni,25,Female,Yes,Engineer,23442,No
Inez,63,Male,Yes,Doctor,18904,No
Erinn,69,Male,Yes,Teacher,43825,Yes
Eleni,50,Male,No,Engineer,39822,No
Elbert,48,Male,No,Painter,51898,No
Donell,40,Female,No,Accountant,62744,Yes
Demond,24,Male,Yes,Teacher,42459,No
Darian,28,Female,No,Judge,68934,Yes
Bethanie,46,Male,Yes,Captain,63378,No
Belen,60,Female,Yes,tailor,47802,No
Annika,62,Male,Yes,Engineer,47955,No
Adrain,37,Male,No,Teacher,42691,No
Wilbur,26,Male,Yes,Worker,44527,Yes
Tuan,20,Male,No,tailor,11463,No
Torrey,61,Female,No,tailor,42246,Yes
Shala,27,Male,Yes,Worker,62687,Yes
Salena,23,Female,No,Painter,64373,No
Patsy,54,Female,Yes,Engineer,47645,Yes
Latrisha,72,Male,No,Captain,61154,No
Kip,67,Female,No,Judge,11798,Yes
Kalie,64,Female,Yes,Worker,48529,No
Jasen,18,Female,Yes,Worker,61541,Yes
Jarell,39,Male,No,Teacher,18676,No
Jarad,46,Male,No,Pilot,44541,No
Janis,57,Female,No,Worker,17237,Yes
Jacoby,50,Male,No,Captain,64418,Yes
Collette,19,Female,Yes,Teacher,37200,No
Claudio,41,Female,Yes,Engineer,69244,No
Chrissy,29,Male,No,tailor,64953,Yes
Chassity,36,Male,Yes,Worker,69838,Yes
Austen,71,Female,No,Painter,68036,Yes
Arica,62,Male,No,Worker,23012,No
Alondra,53,Female,Yes,Teacher,51106,Yes
Alexandro,55,Male,No,Painter,32639,Yes
Tye,32,Male,No,Worker,39467,Yes
Tonisha,43,Female,Yes,Painter,57117,Yes
Tarra,69,Female,Yes,Engineer,26530,No
Rashida,22,Female,Yes,Engineer,31042,Yes
Natisha,52,Female,No,Doctor,60905,No
Nakita,25,Male,No,Accountant,15989,No
Monty,37,Female,No,Teacher,38644,Yes
Marcelino,31,Female,Yes,Doctor,62279,No
Lani,68,Female,No,Captain,43144,No
Kimber,28,Female,No,Pilot,45515,Yes
Khalil,17,Male,Yes,Teacher,29519,Yes
Kameron,38,Male,Yes,Judge,48606,Yes
Jonmichael,42,Female,No,Doctor,67740,Yes
